filename,class,xmin,ymin,xmax,ymax
103.png,Body,880,486,1050,631
104.png,Solar Panels,576,499,916,612
104.png,Solar Panels,1024,448,1631,590
104.png,Body,859,495,1123,586
105.png,Solar Panels,979,533,1633,707
105.png,Solar Panels,314,425,845,586
105.png,Body,833,492,1037,625
106.png,Solar Panels,992,519,1248,641
106.png,Solar Panels,388,424,858,591
106.png,Body,791,494,1030,604
106.png,Body,857,527,990,598
107.png,Solar Panels,310,489,956,657
107.png,Solar Panels,1094,425,1564,562
107.png,Body,871,468,1113,588
108.png,Solar Panels,697,340,1168,665
108.png,Body,764,485,1041,589
108.png,Body,910,562,937,584
109.png,Solar Panels,370,542,892,808
109.png,Solar Panels,985,243,1534,502
109.png,Body,828,457,1057,591
110.png,Solar Panels,703,406,1178,655
110.png,Solar Panels,739,569,797,631
110.png,Body,757,506,964,619
111.png,Solar Panels,692,420,1264,693
111.png,Body,917,469,1168,588
112.png,Solar Panels,716,258,1337,899
112.png,Body,846,494,1166,620
113.png,Solar Panels,721,475,872,615
113.png,Body,840,496,1069,592
114.png,Solar Panels,938,559,1494,735
114.png,Solar Panels,446,450,812,576
114.png,Body,779,498,1067,644
114.png,Body,916,530,959,554
115.png,Solar Panels,795,345,1336,730
115.png,Body,880,430,1134,604
115.png,Body,934,493,974,515
116.png,Solar Panels,503,360,1602,801
116.png,Body,864,491,1100,616
117.png,Solar Panels,834,272,1284,918
117.png,Body,851,493,1147,613
117.png,Body,1068,546,1094,572
118.png,Solar Panels,771,545,1064,894
118.png,Solar Panels,973,229,1199,477
118.png,Body,859,457,1143,586
119.png,Solar Panels,607,489,806,592
119.png,Solar Panels,903,480,1296,618
119.png,Body,765,498,958,587
120.png,Solar Panels,369,484,844,522
120.png,Solar Panels,1044,452,1660,499
120.png,Body,884,428,1052,601
121.png,Solar Panels,977,486,1664,640
121.png,Solar Panels,327,408,866,538
121.png,Body,856,443,1050,587
122.png,Solar Panels,573,275,1400,881
122.png,Body,846,488,1157,621
123.png,Solar Panels,335,486,966,646
123.png,Solar Panels,1104,437,1536,565
123.png,Body,870,469,1125,587
124.png,Solar Panels,366,471,832,567
124.png,Solar Panels,939,467,1623,579
124.png,Body,821,458,1046,584
125.png,Solar Panels,886,564,1035,825
125.png,Solar Panels,888,250,1037,507
125.png,Body,900,508,1023,568
126.png,Solar Panels,857,564,989,830
126.png,Solar Panels,861,245,993,536
126.png,Body,843,508,1031,568
127.png,Solar Panels,856,239,940,836
127.png,Body,805,508,1047,568
128.png,Body,807,508,1042,567
129.png,Solar Panels,861,231,935,844
129.png,Body,801,508,1022,568
130.png,Solar Panels,857,564,992,844
130.png,Solar Panels,857,231,991,511
130.png,Body,833,508,1023,568
131.png,Solar Panels,883,565,1041,841
131.png,Solar Panels,880,234,1038,511
131.png,Body,897,508,1024,568
132.png,Solar Panels,930,565,1067,844
132.png,Solar Panels,927,231,1063,511
132.png,Body,897,508,1088,568
133.png,Solar Panels,983,231,1064,844
133.png,Body,877,508,1120,568
134.png,Body,879,508,1115,568
135.png,Solar Panels,985,239,1063,836
135.png,Body,898,508,1118,569
136.png,Solar Panels,933,564,1063,830
136.png,Solar Panels,933,245,1063,509
136.png,Body,896,508,1080,569
137.png,Solar Panels,576,321,1407,669
137.png,Body,881,460,1032,575
138.png,Solar Panels,758,338,989,713
138.png,Body,796,497,1050,604
139.png,Solar Panels,578,356,1222,699
139.png,Body,844,455,1036,589
139.png,Body,955,520,989,538
140.png,Solar Panels,458,372,1492,726
140.png,Body,898,498,1051,604
141.png,Solar Panels,448,456,1469,700
141.png,Solar Panels,1128,489,1321,554
141.png,Solar Panels,1341,474,1394,510
141.png,Body,890,490,1025,627
142.png,Solar Panels,1009,506,1055,581
142.png,Solar Panels,653,483,875,586
142.png,Body,844,506,1050,575
143.png,Solar Panels,937,604,1145,784
143.png,Solar Panels,774,289,1031,547
143.png,Body,893,505,1068,618
144.png,Solar Panels,1043,509,1468,639
144.png,Solar Panels,452,378,943,512
144.png,Body,896,453,1059,577
145.png,Solar Panels,458,453,1490,669
145.png,Body,900,502,1023,603
146.png,Solar Panels,869,569,1040,841
146.png,Solar Panels,819,263,985,542
146.png,Body,852,507,1031,574
147.png,Solar Panels,654,495,895,518
147.png,Solar Panels,999,478,1409,509
147.png,Body,891,451,1058,588
148.png,Solar Panels,818,479,1024,501
148.png,Body,889,494,1024,588
148.png,Body,885,454,1015,485
149.png,Solar Panels,685,437,1508,679
149.png,Solar Panels,562,412,710,510
149.png,Body,884,496,1075,583
150.png,Solar Panels,707,257,1129,715
150.png,Body,864,465,1031,588
151.png,Solar Panels,861,571,973,735
151.png,Solar Panels,833,256,968,504
151.png,Body,821,475,1036,582
152.png,Solar Panels,1000,232,1056,843
152.png,Body,875,508,1122,569
153.png,Solar Panels,1052,504,1251,596
153.png,Solar Panels,1244,512,1464,606
153.png,Solar Panels,426,467,942,579
153.png,Body,896,503,1056,578
154.png,Solar Panels,1102,503,1152,581
154.png,Solar Panels,849,484,1027,590
154.png,Body,993,505,1117,575
155.png,Solar Panels,678,245,1144,824
155.png,Body,798,493,1054,580
156.png,Solar Panels,838,454,977,653
156.png,Body,800,493,1050,575
157.png,Solar Panels,549,351,1371,754
157.png,Body,879,486,1100,581
158.png,Solar Panels,937,581,1288,758
158.png,Solar Panels,644,433,849,531
158.png,Body,832,489,1035,629
159.png,Solar Panels,886,247,1192,818
159.png,Body,890,489,1122,574
160.png,Solar Panels,699,446,1245,744
160.png,Body,846,508,1037,624
161.png,Solar Panels,689,424,1387,611
161.png,Body,891,451,1079,579
162.png,Solar Panels,1176,534,1501,624
162.png,Solar Panels,1028,514,1189,558
162.png,Solar Panels,468,398,937,495
162.png,Body,903,452,1060,567
163.png,Solar Panels,721,310,1375,721
163.png,Body,894,494,1103,579
164.png,Solar Panels,427,527,922,684
164.png,Solar Panels,1012,418,1429,561
164.png,Solar Panels,1387,403,1510,500
164.png,Body,899,501,1034,589
165.png,Solar Panels,662,267,1307,820
165.png,Body,883,504,1063,604
166.png,Solar Panels,624,428,1444,740
166.png,Body,884,496,1075,616
167.png,Solar Panels,540,385,1472,653
167.png,Body,884,451,1059,593
168.png,Solar Panels,637,510,926,608
168.png,Solar Panels,1036,461,1485,578
168.png,Body,880,504,1091,579
169.png,Solar Panels,595,465,1016,638
169.png,Solar Panels,1026,432,1122,498
169.png,Body,801,466,1054,578
169.png,Body,907,493,940,509
170.png,Solar Panels,676,268,1354,747
170.png,Body,870,472,1113,576
171.png,Solar Panels,912,569,1110,785
171.png,Solar Panels,805,231,1022,513
171.png,Body,892,488,1028,577
172.png,Solar Panels,868,384,1195,805
172.png,Body,880,496,1100,616
173.png,Solar Panels,858,436,1191,763
173.png,Body,885,491,1079,619
174.png,Solar Panels,845,379,953,787
174.png,Body,800,502,1041,600
175.png,Solar Panels,864,520,1040,775
175.png,Solar Panels,839,324,981,482
175.png,Body,835,464,1024,574
176.png,Solar Panels,697,286,1246,775
176.png,Body,848,500,1035,611
177.png,Solar Panels,578,355,1350,672
177.png,Body,819,482,1016,581
178.png,Solar Panels,441,578,927,671
178.png,Solar Panels,1041,500,1435,575
178.png,Body,898,499,1038,631
179.png,Solar Panels,462,404,1364,721
179.png,Body,845,490,1032,628
180.png,Solar Panels,501,565,889,643
180.png,Solar Panels,990,486,1493,583
180.png,Body,874,510,1036,629
181.png,Solar Panels,429,471,1519,655
181.png,Body,901,506,1030,622
182.png,Solar Panels,718,345,1292,807
182.png,Body,872,505,1121,611
183.png,Solar Panels,406,503,896,613
183.png,Solar Panels,1012,476,1365,574
183.png,Body,854,505,1031,578
184.png,Solar Panels,732,324,1337,773
184.png,Body,901,509,1113,617
185.png,Solar Panels,623,303,1119,709
185.png,Body,809,485,1025,585
186.png,Solar Panels,991,514,1254,622
186.png,Solar Panels,1046,531,1063,589
186.png,Solar Panels,471,436,882,571
186.png,Body,828,504,1018,579
187.png,Solar Panels,898,591,1023,779
187.png,Solar Panels,900,298,1025,488
187.png,Body,910,514,1013,564
188.png,Solar Panels,875,560,985,782
188.png,Solar Panels,877,294,988,537
188.png,Body,862,514,1017,563
189.png,Solar Panels,874,290,943,786
189.png,Body,831,514,1011,563
190.png,Body,833,514,997,563
191.png,Solar Panels,877,285,939,792
191.png,Body,828,514,1009,563
192.png,Solar Panels,875,561,986,792
192.png,Solar Panels,875,285,986,516
192.png,Body,855,514,1013,563
193.png,Solar Panels,896,590,1027,790
193.png,Solar Panels,894,287,1025,487
193.png,Body,908,514,1013,563
194.png,Solar Panels,936,561,1049,792
194.png,Solar Panels,933,285,1046,516
194.png,Body,905,514,1066,564
195.png,Solar Panels,980,284,1047,792
195.png,Body,909,514,1093,564
196.png,Body,923,513,1089,563
197.png,Solar Panels,981,290,1046,786
197.png,Body,915,513,1092,564
198.png,Solar Panels,937,560,1046,782
198.png,Solar Panels,938,294,1046,515
198.png,Body,908,513,1060,564
199.png,Solar Panels,744,319,1164,763
199.png,Body,902,506,1037,598
200.png,Solar Panels,848,342,1205,680
200.png,Body,903,489,1085,575
201.png,Solar Panels,881,599,1029,748
201.png,Solar Panels,913,421,1038,525
201.png,Body,908,515,1023,604
202.png,Solar Panels,1021,559,1399,590
202.png,Solar Panels,624,558,894,585
202.png,Body,903,502,1045,615
203.png,Solar Panels,846,576,989,764
203.png,Solar Panels,887,398,1008,521
203.png,Body,869,515,1016,603
204.png,Solar Panels,1042,519,1410,626
204.png,Solar Panels,853,508,1041,581
204.png,Solar Panels,1247,550,1271,603
204.png,Solar Panels,506,466,852,569
204.png,Body,893,509,1007,580
205.png,Solar Panels,511,545,818,664
205.png,Solar Panels,781,479,1145,611
205.png,Solar Panels,1111,429,1401,545
205.png,Body,908,509,1025,582
206.png,Solar Panels,1023,507,1362,597
206.png,Solar Panels,510,431,921,531
206.png,Body,896,476,1014,578
207.png,Solar Panels,824,447,1072,551
207.png,Body,904,470,1037,577
208.png,Solar Panels,1030,500,1150,584
208.png,Body,889,513,1046,570
209.png,Solar Panels,982,510,1085,575
209.png,Solar Panels,664,498,888,580
209.png,Body,856,512,1035,570
210.png,Solar Panels,590,405,1236,635
210.png,Body,865,467,1024,582
211.png,Solar Panels,869,484,1220,633
211.png,Body,883,510,1068,580
212.png,Solar Panels,778,361,1188,631
212.png,Body,898,471,1020,567
213.png,Solar Panels,968,603,1184,760
213.png,Solar Panels,636,365,857,517
213.png,Body,833,514,1014,597
214.png,Solar Panels,591,503,902,587
214.png,Solar Panels,524,516,589,592
214.png,Solar Panels,1003,481,1292,561
214.png,Body,875,498,1012,571
215.png,Solar Panels,834,358,1242,701
215.png,Body,908,507,1092,584
216.png,Solar Panels,767,516,885,535
216.png,Solar Panels,1020,464,1238,497
216.png,Body,874,465,1027,582
217.png,Solar Panels,1034,507,1245,608
217.png,Solar Panels,847,482,939,550
217.png,Body,885,502,1066,573
218.png,Solar Panels,741,457,1124,590
218.png,Body,824,496,1029,571
219.png,Solar Panels,851,340,944,778
219.png,Body,827,508,1032,577
220.png,Solar Panels,501,530,899,636
220.png,Solar Panels,1023,476,1351,573
220.png,Body,887,509,1012,584
221.png,Solar Panels,871,318,936,791
221.png,Body,829,513,1034,576
222.png,Solar Panels,681,315,1213,701
222.png,Body,900,483,1029,573
223.png,Solar Panels,700,312,1128,776
223.png,Body,827,512,1015,587
224.png,Solar Panels,1001,506,1277,587
224.png,Solar Panels,526,461,903,556
224.png,Solar Panels,716,488,746,539
224.png,Body,865,493,1011,572
225.png,Solar Panels,609,521,846,623
225.png,Solar Panels,983,403,1282,528
225.png,Body,839,477,1031,572
225.png,Body,934,533,962,550
226.png,Solar Panels,789,315,1203,706
226.png,Body,883,482,1094,568
226.png,Body,996,510,1021,528
227.png,Solar Panels,1051,554,1289,589
227.png,Solar Panels,594,545,943,586
227.png,Body,896,517,1056,614
228.png,Solar Panels,870,428,950,722
228.png,Body,832,512,1034,594
229.png,Solar Panels,786,321,1141,794
229.png,Body,903,514,1022,580
230.png,Solar Panels,789,454,1275,654
230.png,Body,890,512,1080,615
231.png,Solar Panels,819,398,1065,690
231.png,Body,844,517,1028,610
232.png,Solar Panels,907,462,1167,634
232.png,Body,900,500,1089,573
233.png,Solar Panels,876,295,1144,746
233.png,Body,884,495,1099,569
234.png,Solar Panels,778,313,1011,777
234.png,Body,828,500,1035,573
235.png,Solar Panels,549,580,922,634
235.png,Solar Panels,1049,527,1313,567
235.png,Body,896,500,1028,616
236.png,Solar Panels,867,424,1212,616
236.png,Body,901,498,1071,569
237.png,Solar Panels,757,416,1134,578
237.png,Body,899,467,1040,583
238.png,Solar Panels,723,439,1045,701
238.png,Body,825,508,1036,590
239.png,Solar Panels,1019,520,1388,644
239.png,Solar Panels,856,500,1017,580
239.png,Solar Panels,532,446,855,559
239.png,Body,870,506,1015,573
240.png,Solar Panels,717,532,1189,600
240.png,Solar Panels,976,541,1141,591
240.png,Body,834,507,1006,604
241.png,Solar Panels,769,317,1253,738
241.png,Body,912,482,1089,575
242.png,Solar Panels,719,412,1330,712
242.png,Body,907,505,1072,587
243.png,Solar Panels,599,359,1328,729
243.png,Body,904,505,1026,575
244.png,Solar Panels,923,346,1068,653
244.png,Body,899,482,1084,581
245.png,Solar Panels,683,310,1273,770
245.png,Body,901,499,1051,575
246.png,Solar Panels,891,481,1187,606
246.png,Body,901,500,1084,572
247.png,Solar Panels,1069,510,1265,577
247.png,Solar Panels,1016,509,1067,577
247.png,Solar Panels,532,499,888,575
247.png,Body,868,513,1011,570
248.png,Solar Panels,512,462,1384,639
248.png,Body,903,517,1034,600
249.png,Solar Panels,1020,813,1436,945
249.png,Solar Panels,395,700,919,847
249.png,Body,867,779,1029,893
250.png,Solar Panels,539,841,839,979
250.png,Solar Panels,974,636,1333,802
250.png,Body,806,761,1051,885
251.png,Solar Panels,670,587,1068,1080
251.png,Body,789,814,1058,907
252.png,Solar Panels,765,705,1013,989
252.png,Body,813,759,1043,886
253.png,Solar Panels,896,817,1025,1037
253.png,Solar Panels,897,539,1027,768
253.png,Body,908,762,1015,821
254.png,Solar Panels,871,819,986,1044
254.png,Solar Panels,874,539,988,787
254.png,Body,859,762,1022,822
255.png,Solar Panels,870,539,943,1053
255.png,Body,826,764,1035,823
256.png,Body,828,766,1031,823
257.png,Solar Panels,874,539,939,1066
257.png,Body,823,765,999,826
258.png,Solar Panels,872,829,987,1066
258.png,Solar Panels,871,539,987,782
258.png,Body,851,766,1012,829
259.png,Solar Panels,894,829,1029,1061
259.png,Solar Panels,892,539,1028,782
259.png,Body,905,767,1016,828
260.png,Solar Panels,935,830,1052,1066
260.png,Solar Panels,932,539,1049,782
260.png,Body,909,767,1071,829
261.png,Solar Panels,980,539,1050,1066
261.png,Body,920,767,1098,826
262.png,Body,890,768,1094,824
263.png,Solar Panels,982,539,1049,1053
263.png,Body,890,764,1096,824
264.png,Solar Panels,936,819,1049,1045
264.png,Solar Panels,937,539,1049,772
264.png,Body,905,763,1062,823
265.png,Solar Panels,896,817,1025,1037
265.png,Solar Panels,897,539,1027,768
265.png,Body,908,762,1015,821
266.png,Solar Panels,680,554,1238,1022
266.png,Body,894,753,1024,828
267.png,Solar Panels,1003,788,1377,945
267.png,Solar Panels,537,633,925,790
267.png,Solar Panels,781,717,832,765
267.png,Body,897,754,1018,832
268.png,Solar Panels,1033,755,1405,827
268.png,Solar Panels,507,754,863,826
268.png,Body,909,764,1003,827
269.png,Solar Panels,535,791,914,947
269.png,Solar Panels,992,637,1377,793
269.png,Body,897,757,1016,834
270.png,Solar Panels,677,559,1239,1027
270.png,Body,893,758,1023,832
271.png,Solar Panels,895,827,1025,1043
271.png,Solar Panels,897,544,1026,743
271.png,Body,907,768,1014,827
272.png,Solar Panels,684,559,1243,1028
272.png,Body,898,758,1028,833
273.png,Solar Panels,1011,792,1386,949
273.png,Solar Panels,545,636,930,793
273.png,Body,904,757,1025,835
274.png,Solar Panels,1013,756,1207,828
274.png,Solar Panels,1281,756,1415,828
274.png,Solar Panels,1212,756,1277,828
274.png,Solar Panels,517,754,905,826
274.png,Body,919,764,1013,827
275.png,Solar Panels,545,788,920,945
275.png,Solar Panels,1001,654,1327,791
275.png,Solar Panels,1268,634,1387,714
275.png,Body,906,755,1025,832
276.png,Solar Panels,683,555,1245,1022
276.png,Body,899,753,1029,829
277.png,Solar Panels,896,817,1025,1037
277.png,Solar Panels,897,539,1027,768
277.png,Body,908,762,1015,821
278.png,Solar Panels,890,827,1031,1066
278.png,Solar Panels,899,585,1026,762
278.png,Body,908,767,1015,837
279.png,Solar Panels,884,858,1037,1018
