filename,class,xmin,ymin,xmax,ymax
44.png,Small Antenna,989,595,1036,657
44.png,Small Antenna,827,422,972,507
45.png,Solar Panels,1122,547,1597,886
45.png,Solar Panels,504,66,988,450
45.png,Body,872,419,1211,615
45.png,Large Antenna,893,498,1084,559
45.png,Small Antenna,886,450,1027,571
45.png,Small Antenna,1085,528,1126,558
46.png,Solar Panels,121,473,894,614
46.png,Solar Panels,1062,467,1821,608
46.png,Body,878,484,1062,599
46.png,Large Antenna,921,657,1031,710
46.png,Large Antenna,911,372,1022,426
46.png,Small Antenna,862,583,1082,663
46.png,Small Antenna,859,420,1080,498
47.png,Solar Panels,174,254,1363,961
47.png,Body,726,473,1107,622
47.png,Body,983,570,1028,597
47.png,Body,773,516,813,547
47.png,Large Antenna,1052,630,1115,684
47.png,Large Antenna,745,400,859,450
47.png,Small Antenna,775,518,1083,642
47.png,Small Antenna,825,443,946,518
48.png,Solar Panels,926,447,1889,609
48.png,Solar Panels,195,444,786,573
48.png,Body,766,429,1060,600
48.png,Body,1018,495,1076,547
48.png,Large Antenna,843,650,956,695
48.png,Large Antenna,980,379,1076,439
48.png,Small Antenna,802,434,1066,654
49.png,Solar Panels,92,505,865,817
49.png,Solar Panels,1018,232,1673,453
49.png,Body,780,392,1088,625
49.png,Large Antenna,1063,565,1160,607
49.png,Large Antenna,788,470,816,503
49.png,Small Antenna,893,477,1107,595
49.png,Small Antenna,795,492,829,516
50.png,Solar Panels,192,207,1245,758
50.png,Body,700,468,1115,615
50.png,Body,792,564,969,593
50.png,Large Antenna,858,645,954,705
50.png,Large Antenna,944,387,1019,432
50.png,Small Antenna,794,427,1028,652
51.png,Solar Panels,1037,57,1107,846
51.png,Body,826,468,1217,612
51.png,Body,1026,537,1059,569
51.png,Large Antenna,916,627,991,686
51.png,Large Antenna,955,407,1028,458
51.png,Small Antenna,907,539,1062,632
51.png,Small Antenna,931,445,1060,472
52.png,Solar Panels,1180,491,1523,622
52.png,Solar Panels,252,470,1045,661
52.png,Body,889,484,1213,634
52.png,Large Antenna,869,651,948,713
52.png,Large Antenna,966,376,1066,428
52.png,Small Antenna,880,604,968,657
52.png,Small Antenna,920,424,1120,505
53.png,Solar Panels,352,542,839,977
53.png,Solar Panels,926,77,1449,467
53.png,Body,710,426,1075,608
53.png,Large Antenna,1072,555,1141,611
53.png,Small Antenna,789,474,1104,597
54.png,Solar Panels,1022,637,1438,766
54.png,Solar Panels,135,360,872,591
54.png,Body,763,456,1086,695
54.png,Body,923,571,983,597
54.png,Large Antenna,1119,551,1202,603
54.png,Large Antenna,738,507,837,543
54.png,Small Antenna,925,526,1124,628
54.png,Small Antenna,815,508,857,529
55.png,Solar Panels,794,601,1052,1056
55.png,Solar Panels,742,229,933,514
55.png,Body,712,480,1109,647
55.png,Body,804,554,841,589
55.png,Large Antenna,1081,574,1118,631
55.png,Large Antenna,716,445,832,493
55.png,Small Antenna,797,467,1098,634
55.png,Small Antenna,806,556,838,587
56.png,Solar Panels,61,471,1010,688
56.png,Solar Panels,1150,428,1684,591
56.png,Body,858,463,1169,604
56.png,Large Antenna,944,657,1050,714
56.png,Large Antenna,870,367,967,429
56.png,Small Antenna,906,587,1113,664
56.png,Small Antenna,866,422,983,489
57.png,Solar Panels,1071,539,1791,885
57.png,Solar Panels,187,166,943,491
57.png,Body,849,424,1158,613
57.png,Large Antenna,775,625,875,671
57.png,Large Antenna,1063,416,1160,466
57.png,Small Antenna,833,504,1144,636
57.png,Small Antenna,846,518,890,549
58.png,Solar Panels,369,472,738,611
58.png,Solar Panels,882,442,1711,636
58.png,Body,728,479,1040,602
58.png,Large Antenna,914,656,1007,715
58.png,Large Antenna,915,366,1009,425
58.png,Small Antenna,929,595,1028,661
58.png,Small Antenna,928,418,1026,486
59.png,Solar Panels,1019,628,1704,831
59.png,Solar Panels,77,302,862,582
59.png,Body,785,454,1088,691
59.png,Large Antenna,807,581,823,600
59.png,Large Antenna,1043,484,1145,526
59.png,Small Antenna,964,491,1098,607
59.png,Small Antenna,799,536,938,591
60.png,Solar Panels,761,352,1530,950
60.png,Body,852,474,1194,659
60.png,Body,877,523,980,581
60.png,Large Antenna,775,616,823,675
60.png,Large Antenna,1091,419,1203,455
60.png,Small Antenna,807,559,994,637
60.png,Small Antenna,999,444,1133,558
61.png,Solar Panels,890,598,1408,1018
61.png,Solar Panels,483,266,805,500
61.png,Body,711,458,1067,672
61.png,Large Antenna,1059,564,1116,612
61.png,Large Antenna,743,482,862,530
61.png,Small Antenna,851,489,1091,639
62.png,Solar Panels,884,651,1151,790
62.png,Solar Panels,611,262,1064,584
62.png,Body,832,541,1072,687
62.png,Large Antenna,655,528,754,575
62.png,Large Antenna,1170,524,1275,571
62.png,Small Antenna,1039,512,1178,622
62.png,Small Antenna,747,528,847,577
63.png,Solar Panels,867,569,1053,894
63.png,Solar Panels,870,180,1056,499
63.png,Body,885,499,1039,575
63.png,Large Antenna,732,514,806,560
63.png,Large Antenna,1118,513,1191,559
63.png,Small Antenna,1018,491,1126,583
63.png,Small Antenna,797,491,905,583
64.png,Solar Panels,832,569,996,902
64.png,Solar Panels,836,172,1000,535
64.png,Body,815,499,1049,575
64.png,Large Antenna,1096,515,1138,558
64.png,Large Antenna,736,513,825,561
64.png,Small Antenna,821,490,901,584
64.png,Small Antenna,1032,510,1103,564
65.png,Solar Panels,829,569,931,911
65.png,Solar Panels,834,163,935,505
65.png,Body,766,500,1070,575
65.png,Large Antenna,806,512,889,561
65.png,Small Antenna,846,489,954,585
65.png,Small Antenna,1011,511,1050,563
66.png,Body,767,500,1063,575
66.png,Large Antenna,920,512,980,561
66.png,Small Antenna,879,488,903,586
67.png,Solar Panels,836,570,926,924
67.png,Solar Panels,838,150,928,503
67.png,Body,761,500,1065,575
67.png,Large Antenna,1035,512,1065,561
67.png,Small Antenna,927,488,1051,586
68.png,Solar Panels,831,571,1000,924
68.png,Solar Panels,831,150,999,503
68.png,Body,799,500,1039,575
68.png,Large Antenna,749,514,805,559
68.png,Large Antenna,1101,513,1156,561
68.png,Small Antenna,983,488,1106,586
69.png,Solar Panels,862,571,1061,919
69.png,Solar Panels,860,155,1058,503
69.png,Body,879,500,1042,575
69.png,Large Antenna,1116,514,1196,560
69.png,Large Antenna,725,513,805,559
69.png,Small Antenna,1028,488,1124,585
69.png,Small Antenna,797,488,893,585
70.png,Solar Panels,922,571,1094,924
70.png,Solar Panels,918,150,1089,503
70.png,Body,877,500,1122,575
70.png,Large Antenna,1116,515,1171,559
70.png,Large Antenna,765,512,820,560
70.png,Small Antenna,815,488,938,586
71.png,Solar Panels,994,570,1089,924
71.png,Solar Panels,989,149,1085,503
71.png,Body,855,499,1161,576
71.png,Large Antenna,856,512,886,560
71.png,Small Antenna,870,488,994,586
72.png,Body,858,499,1155,575
72.png,Large Antenna,942,511,1002,561
72.png,Small Antenna,1019,488,1043,586
73.png,Solar Panels,992,569,1090,911
73.png,Solar Panels,991,162,1088,505
73.png,Body,856,499,1156,576
73.png,Large Antenna,1033,511,1117,560
73.png,Small Antenna,985,489,1077,585
73.png,Small Antenna,873,510,912,562
74.png,Solar Panels,926,569,1088,902
74.png,Solar Panels,926,172,1089,501
74.png,Body,879,499,1108,576
74.png,Body,1002,524,1019,550
74.png,Large Antenna,786,515,827,559
74.png,Large Antenna,1098,512,1187,560
74.png,Small Antenna,1022,490,1102,584
74.png,Small Antenna,820,510,891,563
75.png,Solar Panels,1085,534,1559,751
75.png,Solar Panels,525,256,973,479
75.png,Body,860,441,1134,582
75.png,Large Antenna,937,500,1015,543
75.png,Small Antenna,923,475,1084,560
76.png,Solar Panels,303,490,887,602
76.png,Solar Panels,1011,479,1594,589
76.png,Body,885,497,1023,584
76.png,Large Antenna,918,628,1001,668
76.png,Large Antenna,905,413,988,454
76.png,Small Antenna,872,572,1038,632
76.png,Small Antenna,867,450,1033,510
77.png,Solar Panels,1008,584,1159,851
77.png,Solar Panels,900,159,1073,500
77.png,Body,847,478,1160,584
77.png,Large Antenna,1032,556,1115,599
77.png,Large Antenna,867,492,896,519
77.png,Small Antenna,960,479,1070,591
78.png,Solar Panels,707,490,1041,638
78.png,Solar Panels,1136,481,1252,582
78.png,Body,977,498,1155,588
78.png,Large Antenna,939,631,1001,671
78.png,Large Antenna,933,411,994,455
78.png,Small Antenna,934,607,972,633
78.png,Small Antenna,916,452,1009,504
79.png,Solar Panels,553,210,1255,704
79.png,Body,865,436,1051,604
79.png,Large Antenna,746,548,818,578
79.png,Large Antenna,1106,484,1180,526
79.png,Small Antenna,812,490,904,574
79.png,Small Antenna,993,467,1111,548
80.png,Solar Panels,488,611,948,831
80.png,Solar Panels,1081,355,1549,551
80.png,Body,883,480,1122,647
80.png,Large Antenna,952,537,1035,579
80.png,Small Antenna,919,524,1080,611
81.png,Solar Panels,491,369,1375,595
81.png,Body,876,432,1140,601
81.png,Body,988,523,1030,545
81.png,Large Antenna,1033,597,1116,615
81.png,Small Antenna,965,524,1052,603
82.png,Solar Panels,968,586,1518,839
82.png,Solar Panels,376,291,874,545
82.png,Body,810,490,1055,635
82.png,Large Antenna,835,611,876,632
82.png,Large Antenna,1028,458,1096,491
82.png,Small Antenna,969,480,1063,569
83.png,Solar Panels,913,547,1498,683
83.png,Solar Panels,491,500,816,594
83.png,Body,787,484,1034,646
83.png,Body,909,528,953,550
83.png,Large Antenna,1019,609,1074,643
83.png,Large Antenna,827,456,910,476
83.png,Small Antenna,880,471,1036,604
84.png,Solar Panels,757,195,1328,879
84.png,Body,876,457,1157,589
84.png,Large Antenna,1083,542,1106,564
84.png,Large Antenna,831,501,872,547
84.png,Small Antenna,970,537,1087,565
84.png,Small Antenna,859,472,955,561
85.png,Solar Panels,473,301,1530,810
85.png,Body,819,455,1059,593
85.png,Large Antenna,786,606,869,640
85.png,Large Antenna,1067,438,1132,484
85.png,Small Antenna,833,475,1087,614
86.png,Solar Panels,997,206,1094,785
86.png,Body,854,485,1157,596
86.png,Large Antenna,945,605,1005,647
86.png,Large Antenna,943,449,996,488
86.png,Small Antenna,930,477,1040,607
87.png,Solar Panels,528,314,1508,756
87.png,Body,830,492,1054,644
87.png,Body,928,515,978,552
87.png,Large Antenna,1081,582,1147,626
87.png,Large Antenna,765,464,848,491
87.png,Small Antenna,1041,554,1095,592
87.png,Small Antenna,833,480,943,566
88.png,Solar Panels,566,591,858,638
88.png,Solar Panels,974,513,1523,588
88.png,Body,855,487,1061,652
88.png,Large Antenna,757,510,835,538
88.png,Small Antenna,1059,533,1089,552
88.png,Small Antenna,829,510,929,532
89.png,Solar Panels,667,396,1195,789
89.png,Body,762,492,1037,615
89.png,Body,901,511,931,536
89.png,Large Antenna,941,636,977,661
89.png,Large Antenna,908,424,971,460
89.png,Small Antenna,902,458,996,534
90.png,Solar Panels,1060,555,1522,786
90.png,Solar Panels,368,272,954,546
90.png,Body,875,490,1112,611
90.png,Large Antenna,820,613,889,657
90.png,Large Antenna,1042,434,1125,473
90.png,Small Antenna,863,467,1070,619
91.png,Solar Panels,895,505,1202,692
91.png,Solar Panels,826,366,1022,460
91.png,Body,878,429,1071,601
91.png,Large Antenna,1116,528,1191,560
91.png,Large Antenna,732,507,805,543
91.png,Small Antenna,801,478,911,557
92.png,Solar Panels,981,490,1634,611
92.png,Solar Panels,317,487,839,597
92.png,Body,840,498,1032,594
92.png,Large Antenna,911,627,991,672
92.png,Large Antenna,911,412,992,454
92.png,Small Antenna,910,585,1018,631
92.png,Small Antenna,908,450,1018,508
93.png,Solar Panels,1139,509,1648,570
93.png,Solar Panels,334,413,840,476
93.png,Body,894,431,1061,591
93.png,Large Antenna,919,519,1007,553
94.png,Solar Panels,383,503,830,654
94.png,Solar Panels,938,390,1611,573
94.png,Body,816,483,1038,588
94.png,Large Antenna,955,625,1031,668
94.png,Large Antenna,897,412,976,456
94.png,Small Antenna,924,450,1033,631
95.png,Solar Panels,837,499,1028,724
95.png,Solar Panels,806,375,939,467
95.png,Body,771,442,1064,571
95.png,Large Antenna,788,602,845,627
95.png,Large Antenna,1060,432,1092,478
95.png,Small Antenna,953,473,1073,520
96.png,Solar Panels,993,493,1199,591
96.png,Solar Panels,407,475,912,606
96.png,Body,790,497,1072,584
96.png,Large Antenna,922,628,984,670
96.png,Large Antenna,915,413,979,449
96.png,Small Antenna,919,449,1000,632
97.png,Solar Panels,761,340,1393,737
97.png,Body,882,432,1144,603
97.png,Body,953,493,994,515
97.png,Large Antenna,1050,574,1125,599
97.png,Large Antenna,811,456,854,502
97.png,Small Antenna,842,492,1065,588
98.png,Solar Panels,788,206,1312,912
98.png,Body,873,497,1159,607
98.png,Body,965,540,982,564
98.png,Large Antenna,1009,550,1090,599
98.png,Large Antenna,875,503,905,541
98.png,Small Antenna,884,501,1083,610
99.png,Solar Panels,1073,536,1537,773
99.png,Solar Panels,553,233,977,481
99.png,Body,853,446,1141,585
99.png,Large Antenna,904,489,1057,582
99.png,Small Antenna,904,472,1094,579
100.png,Solar Panels,595,426,1202,528
100.png,Body,870,428,1101,599
100.png,Large Antenna,1103,554,1184,578
100.png,Large Antenna,772,488,829,524
100.png,Small Antenna,1011,554,1107,579
100.png,Small Antenna,823,515,872,539
101.png,Solar Panels,737,481,1032,635
101.png,Solar Panels,1125,462,1238,559
101.png,Body,937,474,1168,580
101.png,Large Antenna,987,626,1056,661
101.png,Large Antenna,898,411,949,457
101.png,Small Antenna,902,453,1011,629
102.png,Solar Panels,1047,496,1644,665
102.png,Solar Panels,451,375,907,525
102.png,Body,883,447,1086,597
102.png,Large Antenna,925,605,997,625
102.png,Large Antenna,914,425,995,473
102.png,Small Antenna,903,469,1063,609
103.png,Solar Panels,1004,555,1629,734
103.png,Solar Panels,365,426,889,583
103.png,Body,880,486,1050,631
103.png,Large Antenna,848,611,931,659
103.png,Large Antenna,1003,452,1081,476
103.png,Small Antenna,863,469,1076,617
104.png,Solar Panels,576,499,916,612
104.png,Solar Panels,1024,448,1631,590
104.png,Body,859,495,1123,586
104.png,Large Antenna,945,632,1019,670
104.png,Large Antenna,928,415,998,455
104.png,Small Antenna,918,451,1006,632
105.png,Solar Panels,979,533,1633,707
105.png,Solar Panels,314,425,845,586
105.png,Body,833,492,1037,625
105.png,Large Antenna,887,620,966,660
105.png,Large Antenna,936,426,1018,460
105.png,Small Antenna,918,457,1027,533
106.png,Solar Panels,992,519,1248,641
106.png,Solar Panels,388,424,858,591
106.png,Body,791,494,1030,604
106.png,Body,857,527,990,598
106.png,Large Antenna,943,626,1006,672
106.png,Large Antenna,912,424,978,455
106.png,Small Antenna,940,580,1015,631
106.png,Small Antenna,933,454,1002,501
107.png,Solar Panels,310,489,956,657
107.png,Solar Panels,1094,425,1564,562
107.png,Body,871,468,1113,588
107.png,Large Antenna,982,623,1065,662
107.png,Large Antenna,882,413,955,459
107.png,Small Antenna,891,454,1092,629
108.png,Solar Panels,697,340,1168,665
108.png,Body,764,485,1041,589
108.png,Body,910,562,937,584
108.png,Large Antenna,936,624,995,667
108.png,Large Antenna,913,415,968,451
108.png,Small Antenna,912,564,1009,627
109.png,Solar Panels,370,542,892,808
109.png,Solar Panels,985,243,1534,502
109.png,Body,828,457,1057,591
109.png,Large Antenna,1048,600,1120,636
109.png,Large Antenna,812,438,893,482
109.png,Small Antenna,978,523,1076,608
110.png,Solar Panels,703,406,1178,655
110.png,Solar Panels,739,569,797,631
110.png,Body,757,506,964,619
110.png,Large Antenna,1013,618,1057,665
110.png,Large Antenna,835,428,910,459
110.png,Small Antenna,992,577,1045,623
110.png,Small Antenna,892,455,931,489
111.png,Solar Panels,692,420,1264,693
111.png,Body,917,469,1168,588
111.png,Large Antenna,1000,623,1072,657
111.png,Large Antenna,884,412,934,459
111.png,Small Antenna,984,605,1022,627
111.png,Small Antenna,893,454,984,504
112.png,Solar Panels,716,258,1337,899
112.png,Body,846,494,1166,620
112.png,Large Antenna,899,492,1069,584
112.png,Small Antenna,951,497,1088,605
113.png,Solar Panels,721,475,872,615
113.png,Body,840,496,1069,592
113.png,Large Antenna,950,627,1000,671
113.png,Large Antenna,894,416,953,452
113.png,Small Antenna,935,449,1005,631
114.png,Solar Panels,938,559,1494,735
114.png,Solar Panels,446,450,812,576
114.png,Body,779,498,1067,644
114.png,Body,916,530,959,554
114.png,Large Antenna,974,599,1035,641
114.png,Large Antenna,855,453,930,475
114.png,Small Antenna,891,471,1017,602
115.png,Solar Panels,795,345,1336,730
115.png,Body,880,430,1134,604
115.png,Body,934,493,974,515
115.png,Large Antenna,791,463,835,507
115.png,Small Antenna,832,495,973,537
